global_id,FrameName,LexicalUnits,FrameElements,Link ,Definition,LinkToBFN,MatchEvaluation,FrameRelation            
752,Have_as_requirement,"necesitar.v, precisar.v, requerir.v
","Dependent 
Required_entity 
Requirement",https://sfn.spanishfn.org/FRAMES/frames/Have_as_requirement.html,The obtaining of a Requirement state of affairs or the presence of a Required_entity is profiled as a prerequisite for the obtaining or occurring of a Dependent state-of-affairs.,Have_as_requirement,ExactMatch,
757,Having_commercial_agreement,,"Obligation 
Parties 
Party_1
Party_2
Topic",https://sfn.spanishfn.org/FRAMES/frames/Having_commercial_agreement.html,,Having_commercial_agreement,ExactMatch,
763,Hear,"escuchar.v
","Hearer 
Message ",https://sfn.spanishfn.org/FRAMES/frames/Hear.html,"The Hearer receives a Message or communication on a particular Topic. Words in this frame denote events of verbal communication, but express the Hearer rather than the Speaker as an External Argument.",?,,
779,Honor,"distinguir.v, reconocer.v
","Agent 
Prize 
Winner ",https://sfn.spanishfn.org/FRAMES/frames/Honor.html,An Agent communicates a judgment of a Winner expressing how high his or her regard for the Winner is by awarding him or her a Prize.,?,,
803,Impact,"impacto.n
","Impactee 
Impactor 
Impactors ",https://sfn.spanishfn.org/FRAMES/frames/Impact.html,"While in motion, an Impactor makes sudden, forcible contact with the Impactee, or two Impactors both move, mutually making forcible contact.",Impact,ExactMatch,
805,Import_export,,"Agent 
Exporting_area 
Goods 
Importing_area
",https://sfn.spanishfn.org/FRAMES/frames/Import_export.html,"An Agent moves Goods (or some other useful item) from an Exporting_area, across a boundary or border to a different area, the Importing_area.  The Path along which the Goods pass may also be indicated. Depending on the lexical unit, the Agent 's point of view may be centered on the Exporting_area at the beginning of the process (e.g. export) or on the Importing_area and the end of the process (e.g. import) or on the Path (e.g. transship). In some sentences, a constituent which encodes the Agent FE also encodes information about the Exporting_area, Path, or Importing_area.",?,,
807,Importance,,"Factor 
Field 
Interested_party
Undertaking ",https://sfn.spanishfn.org/FRAMES/frames/Importance.html,"A Factor affects the outcome of an Undertaking, which  can be a goal-oriented activity or the maintenance of a desirable state, the work in a Field, or something portrayed as affecting an Interested_party. A Reason may be given for the importance of the Factor. The Degree of importance may also be specified.",Importance,ExactMatch,
808,Importing,"importación.n, importar.v
","Exporting_area 
Goods
Importer 
Importing_area 
",https://sfn.spanishfn.org/FRAMES/frames/Importing.html,"An Importer receives Goods from an Exporting_area, across a boundary or border to a different area, the Importing_area.  The Path along which the Goods pass may also be indicated.",Importing,ExactMatch,
809,Imposing_obligation,,"Duty 
Obligator
Principle
Responsible_party 
Situation ",https://sfn.spanishfn.org/FRAMES/frames/Imposing_obligation.html,"A Duty is imposed on a Responsible_party according to a Principle which regulates how the Responsible_party should respond to a Situation.  The Situation may be expressed metonymically by reference to an Obligator, whose action invokes the Principle.  It is only rarely the case that the Principle and the Situation/Obligator are both expressed overtly.


They escaped total Soviet invasion and occupation only by entering into a separate agreement that obligated them to military action against the retreating German armies.
The lease agreements bound them to make rent payments to Homeowners Rescue.
It was also discovered that with out her knowlege, he had committed her to a new TV series and he had already taken an advance on the money.
The Generality's invitation to give a conference on the theme obligated me to study GaudA Duty is imposed on a Responsible_party according to a Principle which regulates how the Responsible_party should respond to a Situation.  The Situation may be expressed metonymically by reference to an Obligator, whose action invokes the Principle.  It is only rarely the case that the Principle and the Situation/Obligator are both expressed overtly.


They escaped total Soviet invasion and occupation only by entering into a separate agreement that obligated them to military action against the retreating German armies.
The lease agreements bound them to make rent payments to Homeowners Rescue.
It was also discovered that with out her knowlege, he had committed her to a new TV series and he had already taken an advance on the money.
The Generality's invitation to give a conference on the theme obligated me to study Gaud**********ERROR in XML Markup : Error on line 10: XML document structures must start and end within the same entity.",Imposing_obligation,ExactMatch,
814,Inchoative_attaching,"adherirse.v, pegarse.v
","Connector 
Goal 
Item 
Items",https://sfn.spanishfn.org/FRAMES/frames/Inchoative_attaching.html,"An Item comes to be attached to a Goal, with a Connector forming a bond between the Handle of the Item and the Goal (or some part of it). Alternatively, multiple Items may form a bond between each other.",?,,
815,Inchoative_change_of_temperature,"calentarse.v, enfriarse.v, entibiarse.v, recalentarse.v
",Item ,https://sfn.spanishfn.org/FRAMES/frames/Inchoative_change_of_temperature.html,"In this frame, the temperature of an Item changes.  An Initial_temperature, Final_temperature, or Temperature_change can also be indicated.",?,,
816,Inchoative_detaching,"despegarse.v, desprenderse.v
","Item 
Items 
Source ",https://sfn.spanishfn.org/FRAMES/frames/Inchoative_detaching.html,"The Inchoative_Detaching frame covers two situations: one scene in which an Item comes to be physically detached from a Source; or a scene in which two Items come to be physically detahed from each other. In the first, the frame includes an Item that detaches from a Source, creating an asymmetric relationship between the Item and the Source. In the second, the two Items detach from each other, where each serves as a Source relative to the other, creating a symmetric relationship between the two Items. Note in both cases, after the removal of the connector, the Items that were formerly attached re-appear as the two separate or potentially separate entities that they were throughout.",?,,
817,Inchoative_emptying,"vaciarse.v
",Source Theme,https://sfn.spanishfn.org/FRAMES/frames/Inchoative_emptying.html,"This frame deals with containers or covering areas, the Source, which comes to be emptied of a substance or items, the Theme. The area or container usually appears as the External with all these verbs, and is designated Source, because it is the source of motion of the Theme.",?,,
818,Inchoative_filling,"cubrirse.v, inundarse.v, llenarse.v
",Goal Theme,https://sfn.spanishfn.org/FRAMES/frames/Inchoative_filling.html,"This frame deals with containers and covering areas, the Goal,  that come to be filled with some thing, things or substance, the Theme. The area or container (Goal) usually appears as the external with all these verbs, and is designated Goal because it is the goal of motion of the Theme. Corresponding to its nuclear argument status, the Goal is also affected in some crucial way, unlike goals in other frames.",?,,
819,Inchoative_fluidic_motion,"derramarse.v, filtrarse.v, salpicarse.v, verterse.v
",Fluid,https://sfn.spanishfn.org/FRAMES/frames/Inchoative_fluidic_motion.html,"This frame deals with a Fluid, which comes to move to a Goal from a Source, which is not usually mentioned. This frame includes reflexive inchoative verbs which are also inceptive, since they point out the beginning of the event they denote.",?,,
822,Inclusion_scenario,,Part Whole,https://sfn.spanishfn.org/FRAMES/frames/Inclusion_scenario.html,"A Part is either a subset of a collection of items that make up a Whole, or is a subpart of a singular Whole. This frame covers both super/sub-set relations and part-whole relations.",Inclusion_scenario,ExactMatch,
831,Influence,"efecto.n, impactar.v, impacto.n, influencia.n, influir.v, influyente.a
","Action 
Behavior 
Cognizer 
Dependent_entity 
Dependent_event 
Entity
Product 
Situation",https://sfn.spanishfn.org/FRAMES/frames/Influence.html,"A Situation or Entity has an influence on a Cognizer, Dependent_event, or a Dependent_entity. The influence may be general; or it may be manifested in the Cognizerr's engaging in an Action as a consequence of the influence; or the Cognizer may be influenced in how they carry out a Behavior that they are engaged in already. Alternatively, a Product may be specified whose production or design was influenced by the Cognizer's experience of the Situation or Entity. In this frame, by contrast, a Cognizer may perceive an influence yet not respond to it in any way.
 
Note that the mediation of the Cognizer's psyche is not necessary. Thus a Situation or Entity might have an influence  on a Dependent_event, where they occur automatically given the appropriate kind of influencing force.",?,,
832,Influence_of_event_on_cognizer,,"Action
Activity 
Cognizer 
Protagonist 
Situation",https://sfn.spanishfn.org/FRAMES/frames/Influence_of_event_on_cognizer.html,"A Situation or Protagonist creates conditions that push the Cognizer  towards executing an Action, or which influence the Cognizer in an Activity.  The words in this frame imply that the Cognizer actually does something.",?,,
834,Information,,"Cognizer
Information 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Information.html,"A Cognizer knows or comes to know some piece of Information about a Topic.  In this frame, many LUs encode a specific Means_of_Gathering and/or Source, but these may also be expressed separately.",Information,ExactMatch,
838,Ingest_substance,,"Delivery_device 
Ingestor 
Substance",https://sfn.spanishfn.org/FRAMES/frames/Ingest_substance.html,In this frame an Ingestor takes a Substance into his or her body. The Delivery_device can appear as a direct object.,Ingest_substance,ExactMatch,
840,Ingestion,"beber.v, beberse.v, comer.v, comerse.v, devorar.v, engullir.v, ingerir.v, ingesta.n, ingestión.n, tomar.v, tomarse.v, tragar.v, tragarse.v
","Ingestibles 
Ingestor",https://sfn.spanishfn.org/FRAMES/frames/Ingestion.html,"An Ingestor consumes food, drink, or smoke (Ingestibles).  This may include the use of an Instrument.  Sentences that describe the provision of food to others are not included in this frame.",Ingestion,ExactMatch,
849,Instance,,"Instance 
Type",https://sfn.spanishfn.org/FRAMES/frames/Instance.html,This frame concerns transparent nouns that denote Instances of Types of entities or events.,Instance,ExactMatch,
854,Intentionally_act,,Act Agent,https://sfn.spanishfn.org/FRAMES/frames/Intentionally_act.html,This is an abstract frame for acts performed by sentient beings.  It exists mostly for FE inheritance.,Intentionally_act,ExactMatch,
855,Intentionally_affect,,"Agent 
Event 
Patient ",https://sfn.spanishfn.org/FRAMES/frames/Intentionally_affect.html,"An Agent causes a Patient to be affected, sometimes by a particular Means or by use of an Instrument.",Intentionally_affect,ExactMatch,
856,Intentionally_create,,"Created_entity 
Creator",https://sfn.spanishfn.org/FRAMES/frames/Intentionally_create.html,"The Creator creates a new entity, the Created_entity, possibly out of Components.",Intentionally_create,ExactMatch,
860,Interrupt_process,,"Actor
Cause
Process ",https://sfn.spanishfn.org/FRAMES/frames/Interrupt_process.html,A Cause (or associated Actor) causes an ongoing,Interrupt_process,ExactMatch,
867,Judgment,,"Cognizer 
Evaluee
Expressor 
Reason ",https://sfn.spanishfn.org/FRAMES/frames/Judgment.html,"A Cognizer makes a judgment about an Evaluee. The judgment may be positive (e.g. respect) or negative (e.g. condemn), and this information is recorded in the semantic types Positive and Negative on the Lexical Units of this frame. There may be a specific Reason for the Cognizer's judgment, or there may be a capacity or Role in which the Evaluee is judged.",Judgment,ExactMatch,
869,Judgment_communication,"abuchear.v, acusar.v, agradecer.v, alabar.v, amonestar.v, censurar.v, criticar.v, despotricar.v, elogiar.v, ensalzar.v, menospreciar.v, recriminar.v, regañar.v, reprender.v, reprobar.v, ridiculizar.v
","Communicator 
Evaluee",https://sfn.spanishfn.org/FRAMES/frames/Judgment_communication.html,"A Communicator communicates a judgment of an Evaluee to an Addressee. The judgment may be positive (e.g. alabar (praise)) or negative (e.g. criticar (criticize)), and this is indicated by the semantic types Positive and Negative attached to the lexical units. This frame does not contain words where Evaluee and the Addressee are necessarily the same.",Judgment_communication,ExactMatch,
879,Killing,,"Cause
Instrument 
Killer 
Means
Victim",https://sfn.spanishfn.org/FRAMES/frames/Killing.html,A Killer or Cause causes the death of the Victim.,Killing,ExactMatch,
901,Likelihood,"dudoso.a, fácil.a, imposibilidad.n, imposible.a, improbable.a, posibilidad.n, posible.a, probable.a, seguro.a
",Hypothetical_event,https://sfn.spanishfn.org/FRAMES/frames/Likelihood.html,This frame is concerned with the likelihood of a Hypothetical_event occurring. The Hypothetical_event is its only core frame element.,Likelihood,ExactMatch,
928,Locative_relation,"contra.prep, sobre.prep
","Figure 
Figures 
Ground ",https://sfn.spanishfn.org/FRAMES/frames/Locative_relation.html,"A Figure is located relative to a Ground location.  The location of the Figure may be further specified by its Distance from a reference location (generally, the deictic center) and the Direction in which the Figure lies from a reference location (generally, the deictic center).",Locative_relation,ExactMatch,
931,Lose_possession,,"Donor 
Recipient
Theme",https://sfn.spanishfn.org/FRAMES/frames/Lose_possession.html,Subframe of Transfer in which the Donor begins by possessing a Theme and finishes by not possessing the Theme.,Lose_possession,ExactMatch,
932,Lose_possession_scenario,,"Donor
Theme",https://sfn.spanishfn.org/FRAMES/frames/Lose_possession_scenario.html,"This is the Frame which binds together the initial state of the Donor possessing the Theme, the transfer, and the final state of the Donor not possessing the Theme.",Lose_possession_scenario,ExactMatch,
943,Make_agreement_on_action,,"Obligation 
Parties
Party_1 
Party_2 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Make_agreement_on_action.html,"Two (or more) people (the Parties, also encodable as Party_1 and Party_2) negotiate an agreement. Both sides are construed as making a commitment to assume an Obligation--the process is understood to be symmetrical or reciprocal. Instead of a specific mention of the Obligation, a Topic expression may be used to indicate the domain covered.",Make_agreement_on_action,ExactMatch,
944,Make_cognitive_connection,"asociar.v, relacionar.v, vincular.v
","Cognizer 
Concept_1 
Concept_2 
Concepts ",https://sfn.spanishfn.org/FRAMES/frames/Make_cognitive_connection.html,"Using Evidence, which may or may not be expressed, a Cognizer recognizes or proves that Concept_1 is associated causally or collocationally with another concept, Concept_2.  These may be expressed collectively as associated Concepts.",Make_cognitive_connection,ExactMatch,
946,Make_noise,,"Noisy_event
Sound
Sound_source",https://sfn.spanishfn.org/FRAMES/frames/Make_noise.html,"A physical entity, construed as a point-Sound_source, emits a Sound.  This includes animals and people making noise with their vocal tracts. Sometimes the sound itself is referred to with a nominal expression, in which case it is called the Sound. Manner expressions may also be relevant in this frame, if they describe properties of the sound as such.  A path-schema can be overlaid on the simple noise-making scene, adding a Location_of_source and/or a Path.",Make_noise,ExactMatch,
954,Manipulation,,"Agent 
Bodypart_of_agent 
Entity",https://sfn.spanishfn.org/FRAMES/frames/Manipulation.html,The words in this frame describe the manipulation of an Entity by anAgent.,Manipulation,ExactMatch,
964,Measurable_attributes,,"Attribute
Degree
Entity
Value ",https://sfn.spanishfn.org/FRAMES/frames/Measurable_attributes.html,An Entity has a particular scalar Attribute with some Value. An absolute Value may be specified or the Value pertaining to the Entity may be implicitly compared to other possible Value(s). This frame is primarily for inheritance,Measurable_attributes,ExactMatch,
970,Measure_scenario,,"Attribute
Count 
Degree
Entity
Unit 
Value",https://sfn.spanishfn.org/FRAMES/frames/Measure_scenario.html,"An Entity has a particular Value for an Attribute which may be described in several different ways, including:",Measure_scenario,ExactMatch,
972,Measures,,"Attribute
Count 
Entity 
Unit ",https://sfn.spanishfn.org/FRAMES/frames/Measures.html,An Entity is measured in some Attribute by quantifying the Count of a particular Unit whose value for the Attribute is known.,Measures,ExactMatch,
986,Memorization,"aprender_de_memoria.v, aprenderse.v, aprenderse_de_memoria.v, memorización.n, memorizar.v
","Cognizer 
Pattern",https://sfn.spanishfn.org/FRAMES/frames/Memorization.html,"A Cognizer applies themself to commit a Pattern to memory, so that the Cognizer would recognize future examples of the Pattern or be able to reproduce it.",Memorization,ExactMatch,
987,Memory,"acordarse.v, olvidar.v, olvidarse.v, olvido.n, recordar.v, recuerdo.n
","Cognizer 
Content 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Memory.html,This frame is concerned with Cognizers remembering and forgetting mental Content.,Memory,ExactMatch,
988,Mental_activity,,"Content 
Expressor 
Sentient_entity 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Mental_activity.html,"In this frame, a Sentient_entity has some activity of the mind operating on a particular Content or about a particular Topic.  The particular activity may be perceptual, emotional, or more generally cognitive.  This non-lexical frame is intended primarily for inheritance.",Mental_activity,ExactMatch,
999,Motion,"ir.v
",Goal Theme,https://sfn.spanishfn.org/FRAMES/frames/Motion.html,"Some entity (Theme) starts out in one place (Source) and ends up in some other place (Goal), having covered some space between the two (Path). The frames that inherit the general Motion frame add some elaboration to this simple idea. Inheriting frames can add Goal-profiling (llegar [arrive]), Source-profiling (salir [leave]), or Path-profiling (cruzar [cross]), or aspects of the manner of motion (correr [run]) or assumptions about the shape-properties, etc., of any of the places involved (insertar [insert], extraer [extract]).


A particularly complex area in the vocabulary of Motion is the depiction of the relation of Vehicles to the Theme. In some cases, no separate Theme is expressed:",Motion,ExactMatch,
1 000,Motion_backwards,"recular.v, retroceder.v
",Goal Theme,https://sfn.spanishfn.org/FRAMES/frames/Motion_backwards.html,"A Theme moves back from a Source to a Goal. The Source where the motion started may be expressed or it may be understood from context, but the existence of this Source is not implied as in the predicates of the Get_back frame.",?,,
1 002,Motion_interruption,"resbalar.v, resbalarse.v, tropezar.v, tropezarse.v
","Cause_of_mishap 
Self_mover ",https://sfn.spanishfn.org/FRAMES/frames/Motion_interruption.html,"In the course of self-motion, there is a Cause_of_mishap which interrupts the Self_mover's motion.",?,,
1 003,Motion_manner,"andar.v, arrastrarse.v, cabalgar.v, caminar.v, correr.v, corretear.v, desfilar.v, galopar.v, gatear.v, pasear.v, pasearse.v, reptar.v, tambalearse.v, trotar.v
",Theme ,https://sfn.spanishfn.org/FRAMES/frames/Motion_manner.html,Predicates in this frame describe motion in terms of the manner of motion of the entity that moves. Source and Goal are usually deprofiled in  this frame.,?,,
1 004,Motion_medium,"bucear.v, nadar.v, navegar.v, volar.v
",Theme ,https://sfn.spanishfn.org/FRAMES/frames/Motion_medium.html,A Theme moves intentionally in a Medium which is profiled.,?,,
1 006,Motion_scenario,,"Area 
Cotheme 
Distance 
Duration 
Goal 
Mode_of_transportation 
Path 
Source 
Speed 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Motion_scenario.html,"This frame binds together the various parts of movement, from setting out, to travelling, to arriving.",Motion_scenario,ExactMatch,
1 007,Motion_up_downwards,"ascender.v, bajar.v, brincar.v, caer.v, descender.v, despeñarse.v, desplomarse.v, emerger.v, escalar.v, hundirse.v, saltar.v, subir.v, trepar.v
",Goal Theme,https://sfn.spanishfn.org/FRAMES/frames/Motion_up_downwards.html,The words in this frame describe motion in terms of the orientation (up or down) of the path traversed by the entity that moves.,?,,
1 009,Moving_in_place,"agitarse.v, balancearse.v, bambolearse.v, columpiarse.v, girar.v, ladearse.v, ondear.v, oscilar.v, rotar.v, saltar.v, traquetear.v, vibrar.v
",Theme,https://sfn.spanishfn.org/FRAMES/frames/Moving_in_place.html,"A Theme moves with respect to a Fixed_location, generally with a certain Periodicity, without undergoing unbounded translational motion or significant alteration of configuration/shape.",Moving_in_place,ExactMatch,
1 032,Objective_influence,,"Degree 
Dependent_entity 
Dependent_situation 
Dependent_variable 
Influencing_entity 
Influencing_situation 
Influencing_variable",https://sfn.spanishfn.org/FRAMES/frames/Objective_influence.html,"An Influencing_variable, an Influencing_situation, or an Influencing_entity has an influence on a Dependent_entity, Dependent_variable,  or a Dependent_situation.",Objective_influence,ExactMatch,
1 033,Obligation_scenario,,"Duty
Responsible_party",https://sfn.spanishfn.org/FRAMES/frames/Obligation_scenario.html,"Under some, usually implicit, Condition a Duty needs to be fulfilled by a Responsible_party. If the Duty is not performed, there may be some undesirable social Consequence for the Responsible_party. This Consequence may or may not be stated overtly.",Obligation_scenario,ExactMatch,
1 035,Observable_bodyparts,,"Body_part
Possessor ",https://sfn.spanishfn.org/FRAMES/frames/Observable_bodyparts.html,"This frame covers words for Body_part(s) (BP) belonging to a Possessor (Poss), which may be characterized by a Descriptor (Desc). The location of the BP may be identified in terms of  its Attachment or its Orientational_Location.  A Subregion of a BP may also be indicated.  The constructions in which body part words occur include the following:",?,,
1 044,Operate_vehicle,"cabalgar.v, conducir.v, galopar.v, patinar.v, pedalear.v, pilotar.v, remar.v, trotar.v
","Driver 
Vehicle",https://sfn.spanishfn.org/FRAMES/frames/Operate_vehicle.html,"The words in this frame describe motion involving a Vehicle and someone who controls it, the Driver. Some words normally allow the Vehicle to be expressed as a separate constituent.",Operate_vehicle,ExactMatch,
1 047,Operating_a_system,,"Operator
System ",https://sfn.spanishfn.org/FRAMES/frames/Operating_a_system.html,"An Operator manipulates the substructure of a System such that the System performs the function it was created for.


This frame differs from the Using frame in that this frame does not profile the purpose of an agent but rather their manipulation of an entity (System/Instrument). In the case of using, the Agent need not manipulate the Instrument at all, as in: Mrs. Adams used the room as a place to hang the family laundry to dry.",Operating_a_system,ExactMatch,
1 049,Opinion,"considerar.v, creer_(impresión).v, creer_(opinión).v, encontrar.v, impresión.n, jurar.v, opinión.n, sensación.n
","Cognizer 
Opinion",https://sfn.spanishfn.org/FRAMES/frames/Opinion.html,"A Cognizer holds a particular Opinion, which may be portrayed as being about a particular Topic. The Opinion FE may be expressed as a single constituent, typically, a que (that) clause or as two constituents, a focal entity which is the direct object of the target, and a predication.",Opinion,ExactMatch,
1 060,Parking,"aparcar.v, atracar.v, estacionar.v, estacionarse.v, fondear.v
","Driver 
Vehicle ",https://sfn.spanishfn.org/FRAMES/frames/Parking.html,The words in this frame describe a Driver stopping the motion of a Vehicle. The Vehicle may sometimes be used metonimically for the Driver that controls it.,?,,
1 065,Part_piece,,"Piece
Substance",https://sfn.spanishfn.org/FRAMES/frames/Part_piece.html,"This frame is concerned with transparent nouns denoting a Piece of a Substance. Also present is Piece_prop which is a property of the Piece, e.g. relating to its size.",Part_piece,ExactMatch,
1 066,Part_whole,,Part Whole,https://sfn.spanishfn.org/FRAMES/frames/Part_whole.html,"This frame is concerned with nouns denoting a part or parts of a Whole entity . The Part is not defined relative to the Whole's orientation, center, or edge and is not ordered.  We also annotate properties of the Part, e.g. relating to its size.",Part_whole,ExactMatch,
1 073,Path_shape,"bordear.v, callejear.v, deambular.v, esquivar.v, merodear.v, patrullar.v, recorrer.v, revolotear.v, rodear.v, rondar.v, vagar.v
","Road 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Path_shape.html,The words in this frame describe motion in terms of the shape of the path traversed by the entity that moves.,Path_shape,ExactMatch,
1 096,Perception,,"Perceiver 
Phenomenon ",https://sfn.spanishfn.org/FRAMES/frames/Perception.html,"A Perceiver perceives a Phenomenon. The general Perception frame is an inherited background to all frames that have to do with some sentient being responding to changes in the environment, independently of the sensory modalities.  The inheriting frames may specify the modalities (see, hear, taste, smell), or may emphasize the experiences or acts of the perceiver (peek, eavesdrop), or the properties of the perceived phenomena (clank, rattle, thump).",Perception,ExactMatch,
1 097,Perception_active,"degustar.v, divisar.v, escuchar.v, husmear.v, mirar.v, mirar_fijamente.v, observar.v, ojeada.v, oler.v, olfatear.v, olisquear.v, otear.v, palpar.v, saborear.v, vistazo.n
","Body_part 
Direction
Perceiver_agentive 
Phenomenon ",https://sfn.spanishfn.org/FRAMES/frames/Perception_active.html,This frame contains perception words whose perceivers intentionally direct their attention to some entity or phenomenon in order to have a perceptual experience.  For this reason we call the perceiver role in this frame Perceiver_agentive.,Perception_active,ExactMatch,
1 098,Perception_body,"arder.v, cosquilleo.n, doler.v, escocer.v, picar.v
","Body_part 
Experiencer ",https://sfn.spanishfn.org/FRAMES/frames/Perception_body.html,"This frame contains words describing physical experiences that can affect virtually any part of the body. The body part affected is almost always mentioned with these words. It is typically expressed by the noun heading the external argument, and this noun is typically accompanied by a possessive determiner that refers to the possessor of the body part: My head hurts!.",Perception_body,ExactMatch,
1 099,Perception_experience,"notar.v, oir.v, oler.v, percibir.v, sentir.v, ver.v
","Body_part
Perceiver_passive 
Phenomenon ",https://sfn.spanishfn.org/FRAMES/frames/Perception_experience.html,"This frame contains perception words whose Perceivers have perceptual experiences that they do not necessarily intend to. For this reason we call the Perceiver role Perceiver_passive. Comparing the Perception_experience frame to the Perception_active frame, we note that for some modalities there are different lexical items in each frame. For instance, whereas Perception_experience has ver (see), Pereception_active has mirar (look at). For other sense modalities, we find the same lexical items in both frames. To illustrate, consider the verb oler (smell) where:",Perception_experience,ExactMatch,
1 110,Physical_entity,,Entity,https://sfn.spanishfn.org/FRAMES/frames/Physical_entity.html,An Entity exists in some Place at some time.,Physical_entity,ExactMatch,
1 112,Place_weight_on,"prestar_atención.v, priorizar.v
","Action 
Agent
Artifact 
Competing_consideration 
Consideration ",https://sfn.spanishfn.org/FRAMES/frames/Place_weight_on.html,"An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking. As a consequence, the Agent acts in a way that reflects that judgment of importance.",?,,
1 113,Placing,"amontonar.v, aparcar.v, apilar.v, cargar.v, colgar.v, colocar.v, guardar.v, insertar.v, introducir.v, meter.v, poner.v, situar.v
","Agent 
Cause
Goal
Theme",https://sfn.spanishfn.org/FRAMES/frames/Placing.html,"This frame deals with an Agent's moving of a Theme in relation to a Goal. In Placing, the Theme is profiled, and ends up at the Goal.",Placing,ExactMatch,
1 129,Possession,,"Owner 
Possession",https://sfn.spanishfn.org/FRAMES/frames/Possession.html,An Owner has (or lacks) a Possession.,Possession,ExactMatch,
1 131,Post_getting,,"Recipient
Theme",https://sfn.spanishfn.org/FRAMES/frames/Post_getting.html,The stage after which the Recipient has acquired the Theme.,Post_getting,ExactMatch,
1 132,Post_giving,,"Donor 
Recipient 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Post_giving.html,"The stage immediately after the Donor gives the Recipient the Theme, i.e. when the Recipient has possession of the Theme and the Donor no longer does.",Post_giving,ExactMatch,
1 133,Post_lose_possession,,"Owner 
Possession",https://sfn.spanishfn.org/FRAMES/frames/Post_lose_possession.html,The subframe of Relinquish in which the Owner (= Donor) no longer has the Possession (=Theme).,Post_lose_possession,ExactMatch,
1 134,Post_receiving,,"Donor 
Recipient 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Post_receiving.html,The state-of-affairs immediately after the Recipient has come into possession of the Theme offered by the Donor.,Post_receiving,ExactMatch,
1 135,Post_transfer,,"Donor 
Recipient 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Post_transfer.html,The stage after the Theme is in the possession of the Recipient.,Post_transfer,ExactMatch,
1 140,Pre_getting,,"Recipient
Theme",https://sfn.spanishfn.org/FRAMES/frames/Pre_getting.html,"The state of the Recipient prior to the acquisition, i.e. before the Recipient gains possession of the Theme.",Pre_getting,ExactMatch,
1 141,Pre_giving,,"Donor 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Pre_giving.html,"The stage of giving just before the Donor discontinues possession of the Theme, yielding it to the Recipient.",Pre_giving,ExactMatch,
1 142,Pre_lose_possession,,"Owner 
Possession",https://sfn.spanishfn.org/FRAMES/frames/Pre_lose_possession.html,Subframe of Relinquish where the Owner (=Donor) has the Possession (=Theme).,Pre_lose_possession,ExactMatch,
1 143,Pre_receiving,,"Donor
Recipient 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Pre_receiving.html,The state-of-affairs immediately before the Recipient gets the Theme which describes the Recipient's possession of the Theme.,Pre_receiving,ExactMatch,
1 144,Pre_transfer,,"Donor 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Pre_transfer.html,"The stage before the transfer has taken place, with the Theme in the possession of the Donor.",Pre_transfer,ExactMatch,
1 146,Precipitation,"caer_chuzos_de_punta.v, granizar.v, llover.v, llover_a_cántaros.v, lloviznar.v, lluvia_entity.n, lluvia_event.n, nevada_entity.n, nevada_event.n, nevar.v
","
Precipitation",https://sfn.spanishfn.org/FRAMES/frames/Precipitation.html,"Water in some solid or liquid form (the Precipitation) falls from the sky at a particular Place and Time, lasting for a particular Duration.  The Rate or Quantity of precipitation may also be indicated.",Precipitation,ExactMatch,
1 148,Predicting,"augurar.v, augurio.n, predecir.v, predicción.n, presagiar.v, presagio.n, prever.v, previsión.n, profecía.n, profetizar.v, pronosticar.v, pronóstico.v, vaticinar.v, vaticinio.n
","Eventuality
Medium
Speaker 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Predicting.html,A Speaker states or makes known a future Eventuality on the basis of some Evidence.,Predicting,ExactMatch,
1 167,Process,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process.html,"This frame refers to an overall controller x-schema with subframes as parts of the x-schema.
In this frame and its subframes, the distinguished argument is a Process, and there is no reference to an Entity which undergoes this Process or an Agent which initiates this Process.",Process,ExactMatch,
1 169,Process_continue,,Event,https://sfn.spanishfn.org/FRAMES/frames/Process_continue.html,"An Event continues at a certain Place through Time.  (Note that often when 'continue.v' occurs with definite time points, it denotes Resumption, which is out of frame here.)
NB:  Refer to Process frame.",Process_continue,ExactMatch,
1 171,Process_initial_state,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_initial_state.html,"The initial State of an Entity in an event; part of the Event X-schema.
NB:  Refer to Event frame.",Process_initial_state,ExactMatch,
1 172,Process_pause,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_pause.html,"The Process stops making progress towards completion, but should resume and continue.",Process_pause,ExactMatch,
1 173,Process_resume,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_resume.html,An event resumes at a certain Place and Time.  NB:  Refer to Event frame.,Process_resume,ExactMatch,
